supplier code,BI number,Raw material description SAP,Supplier/Other material name,supplier name
79048,61959,"Acrobat® Copper 73.2% WP,10X1 KG,EG","Acrobat® Copper 73.2% WP,10X1 KG,EG",BASF Agro B.V. Arnhem (N
79048,62151,"Challenger® Super 24% SC,4X0,5 L,EG","Challenger® Super 24% SC,4X0,5 L,EG",BASF Agro B.V. Arnhem (N
79048,135277,"Premis® Ultra,2X10 L,EG","Premis® Ultra,2X10 L,EG",BASF Agro B.V. Arnhem (N
79048,171005,"Stomp® Extra 45.5% CS,10X1 L,EG","Stomp® Extra 45.5% CS,10X1 L,EG",BASF Agro B.V. Arnhem (N
79048,171005,"Stomp® Extra 45.5% CS,2X10 L,EG","Stomp® Extra 45.5% CS,2X10 L,EG",BASF Agro B.V. Arnhem (N
79048,178249,"Nomolt® 15% SC,10X1 L,EG","Nomolt® 15% SC,10X1 L,EG",BASF Agro B.V. Arnhem (N
79048,203225,"Acrobat® MZ 69% WG,10X1 KG,EG","Acrobat® MZ 69% WG,10X1 KG,EG",BASF Agro B.V. Arnhem (N
79048,203225,"Acrobat® MZ 69% WG,10X1 KG,EG","Acrobat® MZ 69% WG,10X1 KG,EG",BASF Agro B.V. Arnhem (N
79048,203225,"Acrobat® MZ 69% WG,1X10 KG,EG","Acrobat® MZ 69% WG,1X10 KG,EG",BASF Agro B.V. Arnhem (N
790541,17589,Citric Acid monohydrate ,CITRIC ACID MONO HYDRATE,IMPAG AG
790541,63106,Potassium carbonate 98 - 100 % ,CAUSTIC POTASH >98%,IMPAG AG
790541,63106,CAUSTIC POTASH >98%,POTTASCHE >98%,IMPAG AG
790541,140458,GLYCERINE ,GLYCERINE HIGH GRAVITY 99%,IMPAG AG
790541,140458,GLYCERINE HIGH GRAVITY 99%,GLYCERINE HIGH GRAVITY 99%,IMPAG AG
790541,143782,Urea ,UREA PRILLED,IMPAG AG
790541,238021,potassium hydroxide; caustic potash ,POTASSIUM HYDROXIDE SHELTER 25kg 5H4,IMPAG AG
790541,238021,POTASSIUM HYDROXIDE SHELTER 25kg 5H4,AETZKALI SCHUPPEN 90-92% 25kg 5H4,IMPAG AG
790541,543739,Dynax DX 4000 ,Dynax DX 4000,IMPAG AG
790541,543739,Dynax DX 4000 ,"Dynax DX 4000, 25KG 5M1",IMPAG AG
790541,830480,"1,3-Bis[3-(dimethylamino)propyl]urea (NAM;BI)","VERSAMID EH 50 192,8KG 1A1",IMPAG AG
79066,79946,precipitated calcium carbonate ,PRECARB 400 25KG 5M1,KRAHN ITALIA S.P.A.
79066,79946,PRECARB 400 25KG 5M1,PRECARB 400 25KG 5M1,KRAHN ITALIA S.P.A.
790702,238133,EP TINTING BLACK 100 ,EP TINTING BLACK 100,Caparol Industrial Solutions GmbH
790702,238133,EP TINTING BLACK 100 10KG 1A2,EP TINTING SCHWARZ 100 10KG 1A2,Caparol Industrial Solut
790702,238133,EP TINTING BLACK 100 ,EP TINTING BLACK 100 10KG 1A2,Caparol Industrial Solutions GmbH
790702,238134,EP TINTING BLUE L 6700 F 10KG 1A2,EP TINTING BLAU L 6700 F 10KG 1A2,Caparol Industrial Solut
790702,238134,EP TINTING BLUE L 6700 F ,EP TINTING BLUE L 6700 F 10KG 1A2,Caparol Industrial Solutions GmbH
790702,238359,EP TINTING GREEN GNM 10KG 1A2,EP TINTING GRÜN GNM 10KG 1A2,Caparol Industrial Solut
790702,238362,EP TINTING RED F2RK70 10KG 1A2,EP TINTING ROT F2RK70 10KG 1A2,Caparol Industrial Solut
790702,238364,EP TINTING WHITE RKB 3 ,EP-Tinting White RKB 3,Caparol Industrial Solutions GmbH
790702,238366,EP TINTING YELLOW AL 30 10KG 1A2,EP TINTING GELB AL 30 10KG 1A2,Caparol Industrial Solut
790702,238366,EP TINTING YELLOW AL 30 ,EP TINTING YELLOW AL 30 10KG 1A2,Caparol Industrial Solutions GmbH
790702,321770,FARBPA SILCO ANTHRAZIT 250KG 1A2,FARBPA SILCO ANTHRAZIT 250KG 1A2,Caparol Industrial Solut
790702,321770,Colourpaste Anthracite ,FARBPA SILCO ANTHRAZIT 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325673,pigment paste caramel for Silco VE ,FARBPA SILCO CARAMEL 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325674,FARBPA CARRAFERM ANTHRAZIT 250KG 1A2,FARBPA CARRAFERM ANTHRAZIT 250KG 1A2,Caparol Industrial Solut
790702,325674,COLOR PASTE CARRAFERM ANTHRACITE ,FARBPA CARRAFERM ANTHRAZIT 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325675,FARBPA CARRAFERM BASALT 250KG 1A2,FARBPA CARRAFERM BASALT 250KG 1A2,Caparol Industrial Solut
790702,325675,COLOR PASTE CARRAFERM BASALT ,FARBPA CARRAFERM BASALT 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325676,FARBPA CARRAFERM JURABEIGE 250KG 1A2,FARBPA CARRAFERM JURABEIGE 250KG 1A2,Caparol Industrial Solut
790702,325676,COLOR PASTE CARRAFERM JURA BEIGE ,FARBPA CARRAFERM JURABEIGE 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325677,COLOR PASTE CARRAFERM PEARL GREY ,FARBPA CARRAFERM PERLGRAU 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325678,FARBPA CARRAFERM SANDGRAU 250KG 1A2,FARBPA CARRAFERM SANDGRAU 250KG 1A2,Caparol Industrial Solut
790702,325678,COLOR PASTE CARRAFERM SAND GREY ,FARBPA CARRAFERM SANDGRAU 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325683,PIG PA SILCO DARK BROWN 250KG 1A2,FARBPA SILCO DUNKELBRAUN 250KG 1A2,Caparol Industrial Solut
790702,325683,pigment paste dark brown for Silco VE ,PIG PA SILCO DARK BROWN 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325685,FARBPA SILCO HELLGRAU 250KG 1A2,FARBPA SILCO HELLGRAU 250KG 1A2,Caparol Industrial Solut
790702,325685,FARBPASTE HELLGRAU FÜR SILCO VE ,FARBPA SILCO HELLGRAU 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325688,FARBPA SILCO MITTELBRAUN 250KG 1A2,FARBPA SILCO MITTELBRAUN 250KG 1A2,Caparol Industrial Solut
790702,325688,FARBPASTE MITTELBRAUN F?R SILCO VE ,FARBPA SILCO MITTELBRAUN 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325690,FARBPA SILCO PERGAMON 250KG 1A2,FARBPA SILCO PERGAMON 250KG 1A2,Caparol Industrial Solut
790702,325690,FARBPASTE PERGAMON F?R SILCO VE ,FARBPA SILCO PERGAMON 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325692,FARBPA SILCO SANDGRAU 250KG 1A2,FARBPA SILCO SANDGRAU 250KG 1A2,Caparol Industrial Solut
790702,325692,FARBPASTE SANDGRAU FÜR SILCO VE ,FARBPA SILCO SANDGRAU 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325696,FARBPA SILCO WEISS 250KG 1A2,FARBPA SILCO WEISS 250KG 1A2,Caparol Industrial Solut
790702,325696,FARBPASTE WEISS FÜR SILCO VE ,FARBPA SILCO WEISS 250KG 1A2,Caparol Industrial Solutions GmbH
790702,325697,FARBPA SILCO ZEMENTGRAU 250KG 1A2,FARBPA SILCO ZEMENTGRAU 250KG 1A2,Caparol Industrial Solut
790702,325697,FARBPASTE ZEMENTGRAU FÜR SILCO VE ,FARBPA SILCO ZEMENTGRAU 250KG 1A2,Caparol Industrial Solutions GmbH
790702,345918,FARBPA SILCO SCHWARZ 250KG 1A2,FARBPA SILCO SCHWARZ 250KG 1A2,Caparol Industrial Solut
790702,345918,COLORPASTE BLACK FOR SILCO VE ,FARBPA SILCO SCHWARZ 250KG 1A2,Caparol Industrial Solutions GmbH
790702,623744,EP TINTING VIOLET ER02 ,EP TINTING VIOLET ER02 10KG 1A2,Caparol Industrial Solutions GmbH
790702,658049,PCI colour paste sand for Silco VE ,COLOUR PASTE SAND (SILCO VE) 150KG 1A2,Caparol Industrial Solutions GmbH
790702,693319,Color paste Carraferm cement grey ,COLOR PASTE CEM.GRAY CARRAFERM 250KG 1A2,Caparol Industrial Solutions GmbH
790702,766235,"RX060816 Coatings NEFA PUR A WHITE 6, 10KG ","NEFA PUR A White 6, 10KG",Caparol Industrial Solutions GmbH
790702,766235,"RX060816 Coatings NEFA PUR A WHITE 6, 10KG ","NEFA PUR A White 6, 250KG",Caparol Industrial Solutions GmbH
790702,769135,NEFA PUR A BLACK 11 ,"NEFA PUR A Black 11, 10KG",Caparol Industrial Solutions GmbH
790702,770974,NEFA PUR A GREEN 7 ,"NEFA PUR A Green 7, 10KG",Caparol Industrial Solutions GmbH
790702,779092,RX06188B NEFA PUR A Yellow 42 ,"NEFA PUR A Yellow 42, 10KG",Caparol Industrial Solutions GmbH
790702,779279,RX06182U NEFA PUR A YELLOW 74 ,"NEFA PUR A Yellow 74, 10KG",Caparol Industrial Solutions GmbH
790702,936521,NEFA PUR A Black 7 ,NEFA PUR A Black 7 10KG 1A2,Caparol Industrial Solutions GmbH
790702,936874,NEFA PUR A Blue 15:3 ,NEFA PUR A BLUE 15:3 10KG 0A2,Caparol Industrial Solutions GmbH
790702,939816,PCI Colour paste nut brown Silco VE ,PCI COLOUR PAS NUT BROWN SIL VE 250K 1A2,Caparol Industrial Solutions GmbH
790702,976235,THF-Tinting Black 318M ,THF-Tinting Black 318M 10L,Caparol Industrial Solutions GmbH
790702,976360,THF-TINTING BLUE B2G ,THF-Tinting Blue B2G 10KG 1A2,Caparol Industrial Solutions GmbH
790702,976451,THF-TINTING YELLOW 3920 ,THF-TINTING YELLOW 3920 10L 1A2,Caparol Industrial Solutions GmbH
790702,9.6E+11,THF Tinting Red D3G70 10KG,THF Tinting Red D3G70 10KG,Caparol Industrial Solutions GmbH
790705,269660,"Glass, oxide, chemicals ",LIAVER B (0.25-0.50) 300KG 13H1,Liaver GmbH & Co. KG
790705,269660,LIAVER B (0.25-0.50) 300KG 13H1,LIAVER B (0.25-0.50) 300KG 13H1,Liaver GmbH & Co. KG
790705,269660,"Glass, oxide, chemicals ",LIAVER B (0.25-0.5) 18kg 5M1,Liaver GmbH & Co. KG
790705,269660,LIAVER B (0.25-0.5) 18kg 5M1,LIAVER B (0.25-0.5) 18kg 5M1,Liaver GmbH & Co. KG
790730,80148,Zusatzmittel 97560 ,Carbonfiber M-104 T,KUREHA GMBH
790730,80148,Carbonfiber M-104 T,Carbonfiber M-104 T,KUREHA GMBH
79393,755986,"Cement, calcium sulfoaluminate, chemicals ",CLINKER ALPENAT,VICAT SA
79713,15748,LUTENSOL TO 10 ,Lutensol TO 10 190KG 1A2,BASF (MALAYSIA) SDN. BHD.
79713,15748,Lutensol TO 10 190KG 1A2,Lutensol TO 10 190KG 1A2,BASF (MY) SDN. BHD
79713,17830,Castor Oil Special Grade,Castor Oil Special Grade,BASF (MY) SDN. BHD
79713,25924,SALICYLIC ACID TECHNICAL,SALICYLIC ACID TECHNICAL,BASF (MY) SDN. BHD
79713,26435,sodiumhydroxide 45%,sodiumhydroxide 45%,BASF (MY) SDN. BHD
79713,58886,BISPHENOL A (EB),BISPHENOL A (EB),BASF (MY) SDN. BHD
79713,66057,Titanium Dioxide ,White pigment 25KG 5M1,BASF (MALAYSIA) SDN. BHD.
79713,66057,White pigment 25KG 5M1,White pigment 25KG 5M1,BASF (MY) SDN. BHD
79713,68150,Polyol 90140 ,Lupranol 3402 200kg 1A1,BASF (MALAYSIA) SDN. BHD.
79713,68150,Lupranol 3402 200kg 1A1,Lupranol 3402 200kg 1A1,BASF (MY) SDN. BHD
79713,69394,Black Oxide 318 Micronised 25kg 5M1,Black Oxide 318 Micronised 25kg 5M1,BASF (MY) SDN. BHD
79713,80073,formaldehyde 37%,formaldehyde 37%,BASF (MY) SDN. BHD
79713,132872,NA LIGNO - LIGNEX -NA,NA LIGNO - LIGNEX -NA,BASF (MY) SDN. BHD
79713,155041,CHROME OXIDE GREEN GN 25KG 5M2 3,CHROME OXIDE GREEN GN 25KG 5M2 3,BASF (MY) SDN. BHD
79713,174084,Styrofan D 623 ap ,Styrofan D 623 ap 150KG 1H2N,BASF (MALAYSIA) SDN. BHD.
79713,174084,Styrofan D 623 ap 150KG 1H2N,Styrofan D 623 ap 150KG 1H2N,BASF (MY) SDN. BHD
79713,189628,Acronal S 400 F ap ,Acronal S 400 F ap 1050KG 31HA1,BASF (MALAYSIA) SDN. BHD.
79713,189628,Acronal S 400 F ap 1050KG 31HA1,Acronal S 400 F ap 1050KG 31HA1,BASF (MY) SDN. BHD
79713,189628,Acronal S 400 F ap ,Acronal S 400 F ap 1000KG 31HA1,BASF (MALAYSIA) SDN. BHD.
79713,189628,Acronal S 400 F ap 1000KG 31HA1,Acronal S 400 F ap 1000KG 31HA1,BASF (MY) SDN. BHD
79713,191493,Lupranol 3700 Ex Korea ,Lupranol 3700 Ex Korea 200kg 1A1 1,BASF (MALAYSIA) SDN. BHD.
79713,191493,Lupranol 3700 Ex Korea 200kg 1A1 1,Lupranol 3700 Ex Korea 200kg 1A1 1,BASF (MY) SDN. BHD
79713,191990,glucose 76%,glucose 76%,BASF (MY) SDN. BHD
79713,258726,SANTICISER 261,SANTICISER 261,BASF (MY) SDN. BHD
79713,269106,SODIUMGLUCONATE,SODIUMGLUCONATE,BASF (MY) SDN. BHD
79713,447955,"Modified Polysaccharide, Powder ",KELCO-CRETE DG 25KG 5M1,BASF (MALAYSIA) SDN. BHD.
79713,498389,PERENOL 1400M ,Softex 1400-M 900KG 31HA1,BASF (MALAYSIA) SDN. BHD.
79713,561407,Elastocoat KC 6403/100 C-B ,Elastocoat KC 6403/100 C-B,BASF (MALAYSIA) SDN. BHD.
801925,48595,gypsum 25KG 5M1,YESO CRUDO 25KG 5M1,SAINT-GOBAIN PLACO IBERI
801925,48595,"CALCIUM SULPHATE, NATURAL ",gypsum 25KG 5M1,SAINT-GOBAIN PLACO IBERICA S.A.
803397,239038,Aluminium sodium dioxide solution > 10% ,"SODIUM ALUMINATE, LIQUID, >10%",PAPELQUIMIA SA
806643,238005,"CEM I 42,5R (Valderrivas) 1KG 5M1","CEM I 42,5R (Valderrivas) 1KG 5M1",CEMENTOS PORTLAND VALDER
806643,238005,Portland cement (<2ppm Cr VI) (NAM;BI),"CEM I 42,5R (Valderrivas) 1KG 5M1",CEMENTOS PORTLAND VALDERRIVAS S.A.
806643,238005,CEM BL I 52.5 R,CEM BL I 52.5 R,CEMENTOS PORTLAND VALDER
806643,238005,Portland cement (<2ppm Cr VI) (NAM;BI),CEM BL I 52.5 R,CEMENTOS PORTLAND VALDERRIVAS S.A.
806643,238006,"CEM I 52,5 N/SR (Valderrivas)","CEM I 52,5 N/SR (Valderrivas)",CEMENTOS PORTLAND VALDER
806643,238006,PORTLAND CEMENT (<2ppm Cr VI) (NAM;BI),"CEM I 52,5 N/SR (Valderrivas)",CEMENTOS PORTLAND VALDERRIVAS S.A.
806643,238006,"CEM I 52,5 R (Valderrivas)","CEM I 52,5 R (Valderrivas)",CEMENTOS PORTLAND VALDER
806643,238006,PORTLAND CEMENT (<2ppm Cr VI) (NAM;BI),"CEM I 52,5 R (Valderrivas)",CEMENTOS PORTLAND VALDERRIVAS S.A.
806643,238006,"CEM I 52,5R ESP.(OLAZAGUTIA) 1050KG","CEM I 52,5R ESP.(OLAZAGUTIA) 1050KG",CEMENTOS PORTLAND VALDER
806643,238006,PORTLAND CEMENT (<2ppm Cr VI) (NAM;BI),"CEM I 52,5R ESP.(OLAZAGUTIA) 1050KG",CEMENTOS PORTLAND VALDERRIVAS S.A.
806643,238006,"CEM I 52,5R ESP.(OLAZAGUTIA)","CEM I 52,5R ESP.(OLAZAGUTIA)",CEMENTOS PORTLAND VALDER
806643,238006,PORTLAND CEMENT (<2ppm Cr VI) (NAM;BI),"CEM I 52,5R ESP.(OLAZAGUTIA)",CEMENTOS PORTLAND VALDERRIVAS S.A.
816356,237604,ANI-MIC / AC ,CALC.SULFATBINDER CAB30/ANI-M 900KG 13H1,DERIVADOS DEL FLUOR S.A.
816356,237604,CALC.SULFATBINDER CAB30/ANI-M 900KG 13H1,CALC.SULFATBINDER CAB30/ANI-M 900KG 13H1,DERIVADOS DEL FLUOR S.A.
816356,237646,Calcium sulfate ,CALCIUM SULFATE HEMI-HYDRATE,DERIVADOS DEL FLUOR S.A.
816356,237646,CALCIUM SULFATE HEMI-HYDRATE,CALCIUM SULFATE ANHYDROUS,DERIVADOS DEL FLUOR S.A.
816356,488994,fluorosilicic acid 20-42% ,FLUOROSILICIC ACID 20-42% 1350KG 31HA1,DERIVADOS DEL FLUOR S.A.
8196,17873,"Solvent naphtha (petroleum), light arom. (NAM;BI)",SHELLSOL A 100. 850KG 31HA1,OQEMA Contract GmbH
8196,69206,"Hydrocarbons, C9-C11, n-alkanes, isoalkanes, cyclics, < 2% aromatics ",SOLVENT D 40,OQEMA Contract GmbH
82947,793677,Lithium Silicate Solution 20 - 30% ,LITHIUM SILICATE SOL. 1000KG 31HA1,EGE KIMYA SANAYI VE
83060,87096,Maleic anhydride solid ,MALEIC ACID ANHYDRIDE 25kg 5M1,NIPPON SHOKUBAI CO LTD
83060,124334,2-hydroxyethyl methacrylate (stabilized) (NAM;BI),2-HYDROXYETHYLMETHACRYLATE 200kg 1A1,NIPPON SHOKUBAI CO LTD
83060,124334,2-HYDROXYETHYLMETHACRYLATE 200kg 1A1,2-HYDROXYETHYLMETHACRYLATE 200kg 1A1,NIPPON SHOKUBAI CO LTD
83060,252352,Triethanolamine 80% ,TRIETHANOLAMINE 80% JP 220KG,NIPPON SHOKUBAI CO LTD
83060,252352,Triethanolamine 80% ,TRIETHANOLAMINE 80% JP,NIPPON SHOKUBAI CO LTD
83060,270931,HYDROXYPROPYL ACRYLATE MIN. 96% ,HYDROXYPROPYLACRYLAT MIN96% 200kg 1A1,NIPPON SHOKUBAI CO LTD
83060,270931,HYDROXYPROPYLACRYLAT MIN96% 200kg 1A1,HYDROXYPROPYLACRYLAT MIN96% 200kg 1A1,NIPPON SHOKUBAI CO LTD
83060,314831,Acrylic acid 80% MEHQ160 ,Acrylic acid 80% MEHQ160 200kg 1A1,NIPPON SHOKUBAI CO LTD
83060,314831,Acrylic acid 80% MEHQ160 200kg 1A1,Acrylic acid 80% MEHQ160 200kg 1A1,NIPPON SHOKUBAI CO LTD
83060,314837,DIETHANOLAMINE 80% ,DIETHANOLAMINE 80% (EB) 210KG 1A1,NIPPON SHOKUBAI CO LTD
83060,314837,DIETHANOLAMINE 80% (EB) 210KG 1A1,DIETHANOLAMINE 80% (EB) 210KG 1A1,NIPPON SHOKUBAI CO LTD
83060,446963,AQUALOC SWC-6 ,AQUALOC SWC-6,NIPPON SHOKUBAI CO LTD
83060,459446,Aqueous solution of polymethacrylate PX-1A-SWC-23 ,AQUALOC SWC-23,NIPPON SHOKUBAI CO LTD
83060,459446,Aqueous solution of polymethacrylate PX-1A-SWC-23 ,AQUALOC SWC-23 220KG 1A1,NIPPON SHOKUBAI CO LTD
83060,459459,Aqueous solution of polymethacrylate PX-1A-SWC-37 ,AQUALOC SWC-37,NIPPON SHOKUBAI CO LTD
83060,795513,AQUALOC KC-22 ,AQUALOC KC-22 1000KG 31HA1,NIPPON SHOKUBAI CO LTD
83060,871692,AQUALOC LA-120 ,AQUALOC LA-120,NIPPON SHOKUBAI CO LTD
83060,889240,Aqueous solution of Polycarboxylate Polyether Polymers ,PX-1A-UH-300 1000KG R-IBC,NIPPON SHOKUBAI CO LTD
83141,45539,SOKALAN PA 30 CL ,Sokalan PA 30 CL 150KG 1H2,POLIOLES S.A. DE C.V.
83141,99310,"Poly(oxy-1,2-ethanediyl), .alpha.-hydro-.omega.-hydroxy- (NAM;BI)",POLYETHYLENE GLYCOL 400,POLIOLES S.A. DE C.V.
83141,99310,POLYETHYLENE GLYCOL 400,POLIETILEN GLICOL 400 (Pluracol E 400.),POLIOLES S.A. DE C.V.
83141,269956,To be archived: XXX TO BE DELETED - Polyoxyethylene polyoxypropylene glycol ,POLYOXYETHYLENE POLYOXYPROPYLENE GLYCOL,POLIOLES S.A. DE C.V.
83141,851980,Poliol Mezcla Soluble ,MIXTURE OF POLYOLS,POLIOLES S.A. DE C.V.
83578,58886,EPOXY RESIN BE-188,EPOXY RESIN BE-188,"CHANG CHUN PLASTICS CO.,"
83578,58886,"4,4'-Isopropylidendiphenol, oligomeric reaction products with 1-chloro-2,3-epoxypropane ",EPOXY RESIN BE-188,"CHANG CHUN PLASTICS CO., LTD."
83578,129440,"4,4'-Isopropylidenediphenol, oligomeric reactionproducts with 1-chloro-2,3-epoxypropane ",BPA EPOXY RESIN,"CHANG CHUN PLASTICS CO., LTD."
83892,238812,FLUXAIR C-80 180kg 5M1,FLUXAIR C-80 180kg 5M1,NYMCO SPA
83892,238812,FLUXAIR C-80 180kg 5M1,FLUXAIR C-80 180kg 5M1,NYMCO SPA
83892,238812,FLUXAIR C80 ,FLUXAIR C-80 180kg 5M1,NYMCO SPA
8397,267413,Polycondensed amino acid ,Retardan P 20kg 5M1,Sika Deutschland GmbH
8397,996461,Retardan 2010 P ,Retardan 2010 P 20KG 5M1,Sika Deutschland GmbH
843161,522169,"2,2'-Ethylenedioxydiethyl bis(2-ethylhexanoate) stabilised (NAM;BI)",TEG (EH),QQ SERVICES LLC
843236,14486,"1,4-Butanediol 204kg 1A1 BI","1,4-Butanediol 204kg 1A1 BI",UNIVAR SOLUTIONS US INC
843236,14486,"butane-1,4-diol ","1,4-Butanediol 204kg 1A1 BI",UNIVAR SOLUTIONS USA INC
843236,14695,2-Ethylhexanoic Acid 185KG 1A1,2-Ethylhexanoic Acid 185KG 1A1,UNIVAR SOLUTIONS US INC
843236,14695,2-Ethylhexanoic Acid ,2-Ethylhexanoic Acid 185KG 1A1,UNIVAR SOLUTIONS USA INC
843236,14819,Ethylene Gly. Monobutyl Ether,Ethylene Gly. Monobutyl Ether,UNIVAR SOLUTIONS US INC
843236,14819,Butylglycol ,Ethylene Gly. Monobutyl Ether,UNIVAR SOLUTIONS USA INC
843236,17327,"Silica, amorphous, fumed, cryst.-free ","CAB-O-SIL M5 (EB) 4,54KG 5M1",UNIVAR SOLUTIONS USA INC
843236,17415,RESIN DYMEREX,RESIN DYMEREX,UNIVAR SOLUTIONS US INC
843236,17415,"Rosin, polymd. ",RESIN DYMEREX,UNIVAR SOLUTIONS USA INC
843236,17469,CABOSIL TS610,CABOSIL TS610,UNIVAR SOLUTIONS US INC
843236,17469,"Silane, hydrophobic fumed ",CABOSIL TS610,UNIVAR SOLUTIONS USA INC
843236,17509,DEXTROSE POWDER,DEXTROSE POWDER,UNIVAR SOLUTIONS US INC
843236,17509,Glucose ,DEXTROSE POWDER,UNIVAR SOLUTIONS USA INC
843236,17604,TOLUENE,TOLUENE,UNIVAR SOLUTIONS US INC
843236,17604,Toluene ,TOLUENE,UNIVAR SOLUTIONS USA INC
843236,17646,BENZYLALKOHOL,BENZYLALKOHOL,UNIVAR SOLUTIONS US INC
843236,17646,Benzyl alcohol ,BENZYLALKOHOL,UNIVAR SOLUTIONS USA INC
843236,17708,BORIC ACID RAFF GRAVEL GRANULATED,BORIC ACID RAFF GRAVEL GRANULATED,UNIVAR SOLUTIONS US INC
843236,17708,Boric acid ,BORIC ACID RAFF GRAVEL GRANULATED,UNIVAR SOLUTIONS USA INC
843236,17892,GLUCONIC ACID 50%VAR,GLUCONIC ACID 50%VAR,UNIVAR SOLUTIONS US INC
843236,17892,D-Gluconic acid solution 50% ,GLUCONIC ACID 50%VAR,UNIVAR SOLUTIONS USA INC
843236,20755,ZINC OXIDE 103,ZINC OXIDE 103,UNIVAR SOLUTIONS US INC
843236,20755,Zinc Oxide ,ZINC OXIDE 103,UNIVAR SOLUTIONS USA INC
843236,25852,SODIUM BENZOATE,SODIUM BENZOATE,UNIVAR SOLUTIONS US INC
843236,25852,Sodium benzoate ,SODIUM BENZOATE,UNIVAR SOLUTIONS USA INC
843236,25875,Diethylene glycol monoethyl ether,Diethylene glycol monoethyl ether,UNIVAR SOLUTIONS US INC
843236,25875,2-(2-Ethoxyethoxy)ethanol (NAM;BI),Diethylene glycol monoethyl ether,UNIVAR SOLUTIONS USA INC
843236,26435,SODIUM HYDROXIDE 50%,SODIUM HYDROXIDE 50%,UNIVAR SOLUTIONS US INC
843236,26435,Sodium hydroxide solution 45% - 60% ,SODIUM HYDROXIDE 50%,UNIVAR SOLUTIONS USA INC
843236,51500,ALCOHOL FURFURILICO (I+D),ALCOHOL FURFURILICO (I+D),UNIVAR SOLUTIONS US INC
843236,51500,furfuryl alcohol ,ALCOHOL FURFURILICO (I+D),UNIVAR SOLUTIONS USA INC
843236,53459,GLYCERIN 99.5,GLYCERIN 99.5,UNIVAR SOLUTIONS US INC
843236,53459,Glycerin ,GLYCERIN 99.5,UNIVAR SOLUTIONS USA INC
843236,54527,CETILIC ALCOHOL,CETILIC ALCOHOL,UNIVAR SOLUTIONS US INC
843236,54527,Hexadecan-1-ol ,CETILIC ALCOHOL,UNIVAR SOLUTIONS USA INC
843236,54737,Triisopropanolamine techn. 85% 1000kg,Triisopropanolamine techn. 85% 1000kg,UNIVAR SOLUTIONS US INC
843236,54737,Triisopropanolamine sol. 85% ,Triisopropanolamine techn. 85% 1000kg,UNIVAR SOLUTIONS USA INC
843236,54737,Triisopropanolamine 85%,Triisopropanolamine 85%,UNIVAR SOLUTIONS US INC
843236,54737,Triisopropanolamine sol. 85% ,Triisopropanolamine 85%,UNIVAR SOLUTIONS USA INC
843236,56777,"SODIUM BICARBONATE,BULK",SODIUM BICARBONATE,UNIVAR SOLUTIONS US INC
843236,56777,Sodium hydrogencarbonate ,"SODIUM BICARBONATE,BULK",UNIVAR SOLUTIONS USA INC
843236,58802,PROPAN-2-OL >99%,PROPAN-2-OL >99%,UNIVAR SOLUTIONS US INC
843236,58802,Propan-2-ol ,PROPAN-2-OL >99%,UNIVAR SOLUTIONS USA INC
843236,58890,SODIUM HEXAMETAPHOSPHATE FG,SODIUM HEXAMETAPHOSPHATE FG,UNIVAR SOLUTIONS US INC
843236,58890,Sodium Polymetaphosphate ,SODIUM HEXAMETAPHOSPHATE FG,UNIVAR SOLUTIONS USA INC
843236,63893,HEXAMOLL DINCH 200KG 1A1,HEXAMOLL DINCH 200KG 1A1,UNIVAR SOLUTIONS US INC
843236,63893,Hexamoll DINCH ,HEXAMOLL DINCH 200KG 1A1,UNIVAR SOLUTIONS USA INC
843236,78329,TEXANOL,TEXANOL,UNIVAR SOLUTIONS US INC
843236,78329,"Propanoic acid, 2-methyl-, monoester with 2,2,4-trimethyl-1,3- pentanediol ",TEXANOL,UNIVAR SOLUTIONS USA INC
843236,87164,4-CHLORBENZOTRIFLUORID,4-CHLORBENZOTRIFLUORID,UNIVAR SOLUTIONS US INC
843236,87164,4-Chlorbenzotrifluoride ,4-CHLORBENZOTRIFLUORID,UNIVAR SOLUTIONS USA INC
843236,87273,"AMONIUM CHLORIDE,BULK","AMONIUM CHLORIDE,BULK",UNIVAR SOLUTIONS US INC
843236,87273,Ammonium chloride ,"AMONIUM CHLORIDE,BULK",UNIVAR SOLUTIONS USA INC
843236,87847,METHANOL,METHANOL,UNIVAR SOLUTIONS US INC
843236,87847,Methanol ,METHANOL,UNIVAR SOLUTIONS USA INC
843236,89081,TRITON X-100 SURFACTANT,TRITON X-100 SURFACTANT,UNIVAR SOLUTIONS US INC
843236,89081,"Poly(oxy-1,2-ethanediyl), .alpha.-[(1,1,3,3-tetramethylbutyl)phenyl]- .omega.-hydroxy- (NAM;BI)",TRITON X-100 SURFACTANT,UNIVAR SOLUTIONS USA INC
